sistema;codigo;reservatorio;res_latitude;res_longitude;municipio;codigo_municipio_ibge;estado_nome;estado_sigla;rio;sub_bacia;bacia
nordeste_semiarido;12463;TOURÃO;-6,01854300000000;-37,6492090000000;PATU;2409308;Rio Grande do Norte;RN;RIACHO TOURÃO;APODI/MOSSORÓ;APODI/MOSSORÓ
nordeste_semiarido;12464;TRAIRI;-6,25330100000000;-35,8260100000000;TANGARÁ;2414001;Rio Grande do Norte;RN;RIO TRAIRI;TRAIRI;TRAIRI
nordeste_semiarido;12465;TRAPIÁ II;-5,50356100000000;-39,7392760000000;PEDRA BRANCA;2310506;Ceará;CE;RIACHO CACHOEIRA;BANABUIÚ;BANABUIÚ
nordeste_semiarido;12466;TRAPIÁ III;-3,73082800000000;-40,6805970000000;COREAÚ;2304004;Ceará;CE;RIACHO TRAPIÁ;COREAÚ;COREAÚ
nordeste_semiarido;12467;TRAVESSIA;-9,57013200000000;-36,9245840000000;MAJOR ISIDORO;2704401;Alagoas;AL;RIACHO DAS GALINHAS;S.FCO./TRAIPU;S.FCO./TRAIPU
nordeste_semiarido;12468;TREMEDAL;-14,98052000000000;-41,4040210000000;TREMEDAL;2931806;Bahia;BA;RIO RESSACA;RIO DE CONTAS;RIO DE CONTAS
nordeste_semiarido;12469;TRÊS BARRAS;-10,19440700000000;-37,2245850000000;GRACCHO CARDOSO;2802601;Sergipe;SE;RIO TRÊS BARRAS/ ALGODÕES;SÃO FRANCISCO;SÃO FRANCISCO
nordeste_semiarido;12470;TRICI;-5,91539900000000;-40,4145210000000;TAUÁ;2313302;Ceará;CE;RIO TRICI;ALTO JAGUARIBE;ALTO JAGUARIBE
nordeste_semiarido;12471;TRUSSU;-6,30829400000000;-39,4336600000000;IGUATU;2305506;Ceará;CE;RIO TRUSSU;ALTO JAGUARIBE;ALTO JAGUARIBE
nordeste_semiarido;12472;TRUVISCO;-14,54689200000000;-42,3210290000000;CACULÉ;2905008;Bahia;BA;RIO DO SALTO;RIO DE CONTAS;RIO DE CONTAS
nordeste_semiarido;12473;TUCUNDUBA;-3,18055500000000;-40,4502160000000;SENADOR SÁ;2312809;Ceará;CE;RIO TUCUNDUBA;COREAÚ;COREAÚ
nordeste_semiarido;12474;UBALDINHO;-6,58399500000000;-39,2391360000000;CEDRO;2303808;Ceará;CE;RIACHO SÃO MIGUEL;SALGADO;SALGADO
nordeste_semiarido;12475;UMARI;-4,80926100000000;-39,5522300000000;MADALENA;2307635;Ceará;CE;RIO DO CARMO;APODI/MOSSORÓ;APODI/MOSSORÓ
nordeste_semiarido;12476;UMARÍ;-5,69811200000000;-37,2438300000000;UPANEMA;2414605;Rio Grande do Norte;RN;RIO DO CARMO;APODI/MOSSORÓ;APODI/MOSSORÓ
nordeste_semiarido;12477;UMARIZAL;-6,01133300000000;-37,8161530000000;UMARIZAL;2414506;Rio Grande do Norte;RN;SEM RIO - UMARIZAL;APODI/MOSSORÓ;APODI/MOSSORÓ
nordeste_semiarido;12478;UTINGA;-8,35157900000000;-35,0525600000000;IPOJUCA;2607208;Pernambuco;PE;RIO UTINGA;GL-2;GL-2
nordeste_semiarido;12479;VACA BRAVA;-6,99159900000000;-35,7515240000000;AREIA;2501104;Paraíba;PB;RIACHO VACA BRAVA;MAMANGUAPE;MAMANGUAPE
nordeste_semiarido;12480;VALÉRIO;-6,96795300000000;-39,7272930000000;ALTANEIRA;2300606;Ceará;CE;RIACHO VALÉRIO;ALTO JAGUARIBE;ALTO JAGUARIBE
nordeste_semiarido;12481;VÁRZEA;-6,75174300000000;-37,0091260000000;VÁRZEA;2517100;Paraíba;PB;SEM RIO - VÁRZEA;SERIDÓ;SERIDÓ
nordeste_semiarido;12482;VÁRZEA DA VOLTA;-3,50203300000000;-40,6147050000000;MORAÚJO;2308807;Ceará;CE;RIO VÁRZEA DA VOLTA;COREAÚ;COREAÚ
nordeste_semiarido;12483;VÁRZEA DO BOI;-5,90958800000000;-40,2535370000000;TAUÁ;2313302;Ceará;CE;RIACHO CARRAPATEIRAS;ALTO JAGUARIBE;ALTO JAGUARIBE
nordeste_semiarido;12484;VÁRZEA DO UNA;-8,02925200000000;-35,1224530000000;SÃO LOURENÇO DA MATA;2613701;Pernambuco;PE;RIO VÁRZEA DO UMA;CAPIBARIBE;CAPIBARIBE
nordeste_semiarido;12485;VÁRZEA GRANDE;-6,42880800000000;-36,3551580000000;PICUÍ;2511400;Paraíba;PB;RIO PICUÍ;SERIDÓ;SERIDÓ
nordeste_semiarido;12486;VARZINHA;-8,08253800000000;-40,4262780000000;OURICURI;2609907;Pernambuco;PE;RIACHO DO PEIXE;BRÍGIDA;BRÍGIDA
nordeste_semiarido;12487;VAZANTE;-7,41990500000000;-38,3645250000000;DIAMANTE;2505600;Paraíba;PB;RIACHO COELHO;PIANCÓ;PIANCÓ
nordeste_semiarido;12488;VIDEO;-7,37160600000000;-38,4100240000000;CONCEIÇÃO;2504405;Paraíba;PB;RIACHO DO VIDEO;PIANCÓ;PIANCÓ
nordeste_semiarido;12489;VIEIRÃO;-5,15732700000000;-39,7194050000000;BOA VIAGEM;2302404;Ceará;CE;RIO SANTO ANTONIO;BANABUIÚ;BANABUIÚ
nordeste_semiarido;12490;VIRA BEIJU;-9,04807200000000;-40,4487280000000;PETROLINA;2611101;Pernambuco;PE;RIACHO PAU DOS FERROS;PONTAL;PONTAL
nordeste_semiarido;12491;ZABUMBÃO;-13,43833300000000;-42,2150000000000;PARAMIRIM;2923605;Bahia;BA;SEM RIO - ZABUMBÃO;PARAMIRIM;PARAMIRIM
nordeste_semiarido;12492;ZANGARELHAS;-6,59383400000000;-36,7529150000000;JARDIM DO SERIDÓ;2405702;Rio Grande do Norte;RN;RIO DA COBRA;PIRANHAS/ASSU;PIRANHAS/ASSU
nordeste_semiarido;12493;RIACHO VERDE;-7,42603900000000;-38,1597020000000;BOA VENTURA;2502102;Paraíba;PB;RIACHO VERDE;PIANCÓ;PIANCÓ
nordeste_semiarido;12494;MATEUS VIEIRA;-7,95249800000000;-36,0744820000000;TAGUARITINGA DO NORTE;2615003;Pernambuco;PE;RIACHO DA BICA;CAPIBARIBE;CAPIBARIBE
nordeste_semiarido;12495;TABOCAS-PIAÇA;-8,24736700000000;-36,3761080000000;BELO JARDIM;2601706;Pernambuco;PE;RIO TABOCAS;BRÍGIDA;BRÍGIDA
nordeste_semiarido;12496;ARRODEIO;-7,85999100000000;-38,7841260000000;SÃO JOSÉ DO BELMONTE;2613503;Pernambuco;PE;RIACHO IPUEIRA;PAJEÚ;PAJEÚ
nordeste_semiarido;12497;ITAPAJÉ;-3,67048500000000;-39,5761450000000;ITAPAGÉ;2306306;Ceará;CE;SEM RIO - ITAPAJÉ;CURU;CURU
nordeste_semiarido;12498;BARRA DA MELANCIA;-8,76322777800000;-40,9150083300000;AFRÂNIO;2600203;Pernambuco;PE;RIACHO CACHOEIRA DO ROBERTO;PONTAL;PONTAL
nordeste_semiarido;12499;BARRA DO CHAPÉU;-8,39066388900000;-39,0675111100000;CABROBÓ;2603009;Pernambuco;PE;RIACHO DA CONCEIÇÃO;TERRA NOVA;TERRA NOVA
nordeste_semiarido;12500;BARRIGUDA;-7,86436666700000;-40,4955222200000;ARARIPINA;2601102;Pernambuco;PE;RIACHO CONCEIÇÃO;BRÍGIDA;BRÍGIDA
nordeste_semiarido;12501;BONITINHO;-8,48644722200000;-35,6945500000000;BONITO;2602308;Pernambuco;PE;RIO IPUZINHO;UNA;UNA
nordeste_semiarido;12502;BREJÃO;-8,35716111100000;-35,6443861100000;SAIRÉ;2612000;Pernambuco;PE;RIACHO BREJÃO;SIRINHAEM;SIRINHAEM
nordeste_semiarido;12503;BREJINHO;-7,86443611100000;-38,1192750000000;TRIUNFO;2516805;Paraíba;PB;RIACHO DO BREJO;PAJEÚ;PAJEÚ
nordeste_semiarido;12504;CAIÇARA;-8,36828888900000;-39,8903888900000;PARNAMIRIM;2610400;Pernambuco;PE;RIACHO PAU FERRADO/PAJEU;BRÍGIDA;BRÍGIDA
nordeste_semiarido;12505;CAJARANA;-8,78470555600000;-36,5248500000000;CAPOEIRAS;2603801;Pernambuco;PE;RIACHO SÃO PEDRO;MUNDAÚ;MUNDAÚ
nordeste_semiarido;12506;CRUZ DE SALINA;-8,84221388900000;-40,6014722200000;PETROLINA;2611101;Pernambuco;PE;RIACHO SÃO BENTO;PONTAL;PONTAL
nordeste_semiarido;12507;GUILHERME AZEVEDO;-8,36038611100000;-36,0319805600000;CARUARU;2604106;Pernambuco;PE;RIACHO FAZENDA CARUARU;IPOJUCA;IPOJUCA
nordeste_semiarido;12508;JAIME NEJAIM;-8,35773888900000;-36,0319055600000;CARUARU;2604106;Pernambuco;PE;RIACHO OLHA D'ÁGUA;IPOJUCA;IPOJUCA
nordeste_semiarido;12509;MACHADO;-7,99955000000000;-36,2700027800000;BREJO DA M. DE DEUS;2602605;Pernambuco;PE;RIACHO BREJO DA MADRE DE DEUS;CAPIBARIBE;CAPIBARIBE
nordeste_semiarido;12510;MANUÍNO;-8,19385277800000;-35,7372888900000;BEZERROS;2601904;Pernambuco;PE;RIACHO MANUÍNO;IPOJUCA;IPOJUCA
nordeste_semiarido;12511;MUNDAÚ (GARANHUNS);-8,94600000000000;-36,4919305600000;GARANHUNS;2606002;Pernambuco;PE;RIO MUNDAÚ;MUNDAÚ;MUNDAÚ
nordeste_semiarido;12512;MUNDAU II (CAJUEIRO);-8,98963888900000;-36,4720305600000;GARANHUNS;2606002;Pernambuco;PE;RIO MUNDAÚ;MUNDAÚ;MUNDAÚ
nordeste_semiarido;12513;PARNAMIRIM;-8,09191111100000;-39,5675361100000;PARNAMIRIM;2610400;Pernambuco;PE;RIO PARNAMIRIM;BRÍGIDA;BRÍGIDA
nordeste_semiarido;12514;PAU FERRO (PETROLINA);-8,97335000000000;-40,7299361100000;PETROLINA;2611101;Pernambuco;PE;RIACHO DO TANQUE NOVO;PONTAL;PONTAL
nordeste_semiarido;12515;POÇO DA AREIA;-8,35583611100000;-35,8051861100000;CAMOCIM DE S. FÉLIX;2603504;Pernambuco;PE;RIO MORORÓ;UNA;UNA
nordeste_semiarido;12516;QUEBRA UNHA;-8,46778611100000;-38,2227666700000;FLORESTA;2605707;Pernambuco;PE;RIACHO DA USINA;PAJEÚ;PAJEÚ
nordeste_semiarido;12517;SÃO JACQUES;-8,80143055600000;-36,1583555600000;CANHOTINHO;2603702;Pernambuco;PE;RIACHO TAMBORIM;MUNDAÚ;MUNDAÚ
nordeste_semiarido;12518;SERRA DOS CAVALOS;-8,36023055600000;-36,0413777800000;CARUARU;2604106;Pernambuco;PE;RIACHO CAPOEIRÃO;IPOJUCA;IPOJUCA
nordeste_semiarido;12519;SITIO DOS MOREIRAS;-7,62937500000000;-39,5373333300000;MOREILANDIA;2614303;Pernambuco;PE;RIACHO CARIRI MIRIM;BRÍGIDA;BRÍGIDA
nordeste_semiarido;12520;SOLEDADE;-8,61076944400000;-40,7762194400000;PETROLINA;2611101;Pernambuco;PE;RIACHO DO PADRE;PONTAL;PONTAL
nordeste_semiarido;12521;TERRA NOVA;-9,15696666700000;-40,6213388900000;PETROLINA;2611101;Pernambuco;PE;RIACHO DO SIMÃO;PONTAL;PONTAL
nordeste_semiarido;12522;TIUMA;-7,51388611100000;-35,3383388900000;TIMBAUBA;2615300;Pernambuco;PE;RIO TIÚMA;GOIANA;GOIANA
nordeste_semiarido;12523;BARRAGEM DO BATALHÃO;-5,19441000000000;-40,6561800000000;CRATEÚS;2304103;Ceará;CE;RIO POTI;PARNAÍBA;PARNAÍBA
nordeste_semiarido;12524;CALDEIRÕES;-6,53000000000000;-39,9170000000000;SABOEIRO;2311900;Ceará;CE;RIO JAGUARIBE;ALTO JAGUARIBE;ALTO JAGUARIBE
nordeste_semiarido;12525;COCÓ;-3,84384500000000;-38,5348770000000;FORTALEZA;2304400;Ceará;CE;RIO COCÓ;METROPOLITANA;METROPOLITANA
nordeste_semiarido;12526;DIAMANTINO II;-3,15438300000000;-40,3640180000000;MARCO;2307809;Ceará;CE;RIACHO INHANDUBA;NA;NA
nordeste_semiarido;12527;ESCURIDÃO;-4,52850000000000;-39,3789000000000;CANINDÉ;2302800;Ceará;CE;NA;NA;NA
nordeste_semiarido;12528;FACUNDO;-6,29518949762820;-40,6758849202180;PARAMBU;2310308;Ceará;CE;RIACHO CACIMBA VELHA;NA;NA
nordeste_semiarido;12529;FIGUEIREDO;-5,62571643692370;-38,2571986987360;ALTO SANTO;2300705;Ceará;CE;RIO FIGUEIREDO;NA;NA
nordeste_semiarido;12530;GAMELEIRA;-3,37138967323370;-39,4925055837810;ITAPIPOCA;2306405;Ceará;CE;RIO MUNDAÚ;LITORAL;LITORAL
nordeste_semiarido;12531;GERMINAL;-4,18129200000000;-38,8650060000000;PALMÁCIA;2310100;Ceará;CE;RIO PACOTI;METROPOLITANA;METROPOLITANA
nordeste_semiarido;12532;JATOBÁ II;-4,59000000000000;-40,7430000000000;IPUEIRAS;2305902;Ceará;CE;RIACHO JATOBÁ;TAPEROÁ;TAPEROÁ
nordeste_semiarido;12533;JENIPAPO;-3,54860000000000;-40,4474800000000;MERUOCA;2308203;Ceará;CE;NA;NA;NA
nordeste_semiarido;12534;JOÃO LUÍS;-7,08053135701900;-40,1772320522650;ARARIPE;2301307;Ceará;CE;RIACHO DA PASSAGEM;NA;NA
nordeste_semiarido;12535;MARANGUAPINHO;-3,87740000000000;-38,6493000000000;MARANGUAPE;2307700;Ceará;CE;RIO COCÓ MARANGUAPINHO;NA;NA
nordeste_semiarido;12536;MONTE BELO;-7,15166443748750;-40,1185198369810;ARARIPE;2301307;Ceará;CE;NA;NA;NA
nordeste_semiarido;12537;SACO I;-7,94519444444444;-38,2858361111111;SERRA TALHADA;2613909;Pernambuco;PE;RIACHO DA ABÓBORA;NA;NA
nordeste_semiarido;12538;SERRO AZUL;-8,58819100000000;-35,6696370000000;PALMARES;2610004;Pernambuco;PE;RIO UNA;TAPEROÁ;TAPEROÁ
nordeste_semiarido;12539;MANGUAPE;-7,08890814201000;-35,8720652148000;SÃO SEB.LAGOA ROÇA;2515104;Paraíba;PB;RIO MAMANGUAPE;MAMANGUAPE;MAMANGUAPE
nordeste_semiarido;12540;GASPARINO;-10,27658500000000;-38,0556390000000;CORONEL JOÃO SÁ;2909208;Bahia;BA;RIO VAZA BARRIS;VAZA-BARRIS;VAZA-BARRIS
nordeste_semiarido;12541;CRISTALÂNDIA;-13,96112361111110;-41,4731313888889;BRUMADO;2904605;Bahia;BA;RIO DE CONTAS;CONTAS;CONTAS
nordeste_semiarido;12541;CRISTALÂNDIA;-13,96112361111110;-41,4731313888889;ITUAÇU;2917201;Bahia;BA;RIO DE CONTAS;CONTAS;CONTAS
sin;19001;CAMARGOS;-21,31527780000000;-44,6222222000000;ITUTINGA;3134509;Minas Gerais;MG;RIO GRANDE;GRANDE;PARANÁ
sin;19001;CAMARGOS;-21,31527780000000;-44,6222222000000;"NAZARENO";3144508;Minas Gerais;MG;RIO GRANDE;GRANDE;PARANÁ
sin;19002;ITUTINGA;-21,28694440000000;-44,6227778000000;"NAZARENO";3144508;Minas Gerais;MG;RIO GRANDE;GRANDE;PARANÁ
sin;19002;ITUTINGA;-21,28694440000000;-44,6227778000000;ITUTINGA;3134509;Minas Gerais;MG;RIO GRANDE;GRANDE;PARANÁ
sin;19003;FUNIL-MG;-21,11750000000000;-44,9380556000000;PERDÕES;3149903;Minas Gerais;MG;RIO GRANDE;GRANDE;PARANÁ
sin;19003;FUNIL-MG;-21,11750000000000;-44,9380556000000;LAVRAS;3138203;Minas Gerais;MG;RIO GRANDE;GRANDE;PARANÁ
sin;19004;FURNAS;-20,66472200000000;-46,3202780000000;ALPINÓPOLIS;3101904;Minas Gerais;MG;RIO GRANDE;GRANDE;PARANÁ
sin;19005;M. MORAES;-20,28777780000000;-47,0577778000000;SACRAMENTO;3156908;Minas Gerais;MG;RIO GRANDE;GRANDE;PARANÁ
sin;19005;M. MORAES;-20,28777780000000;-47,0577778000000;IBIRACI;3129707;Minas Gerais;MG;RIO GRANDE;GRANDE;PARANÁ
sin;19006;L. C. BARRETO;-20,15055560000000;-47,2794444000000;RIFAINA;3543600;São Paulo;SP;RIO GRANDE;GRANDE;PARANÁ
sin;19006;L. C. BARRETO;-20,15055560000000;-47,2794444000000;SACRAMENTO;3156908;Minas Gerais;MG;RIO GRANDE;GRANDE;PARANÁ
sin;19007;JAGUARA;-20,01666670000000;-47,4333333000000;RIFAINA;3543600;São Paulo;SP;RIO GRANDE;GRANDE;PARANÁ
sin;19007;JAGUARA;-20,01666670000000;-47,4333333000000;SACRAMENTO;3156908;Minas Gerais;MG;RIO GRANDE;GRANDE;PARANÁ
sin;19008;IGARAPAVA;-19,99833330000000;-47,6527778000000;CONQUISTA;3118205;Minas Gerais;MG;RIO GRANDE;GRANDE;PARANÁ
sin;19008;IGARAPAVA;-19,99833330000000;-47,6527778000000;IGARAPAVA;3520103;São Paulo;SP;RIO GRANDE;GRANDE;PARANÁ
sin;19009;VOLTA GRANDE;-20,01666670000000;-48,2333333000000;CONCEIÇÃO DAS ALAGOAS;3117306;Minas Gerais;MG;RIO GRANDE;GRANDE;PARANÁ
sin;19009;VOLTA GRANDE;-20,01666670000000;-48,2333333000000;MIGUELÓPOLIS;3529708;São Paulo;SP;RIO GRANDE;GRANDE;PARANÁ
sin;19010;P. COLOMBIA;-20,12444440000000;-48,5719444000000;PLANURA;3151602;Minas Gerais;MG;RIO GRANDE;GRANDE;PARANÁ
sin;19010;P. COLOMBIA;-20,12444440000000;-48,5719444000000;GUAÍRA;3517406;São Paulo;SP;RIO GRANDE;GRANDE;PARANÁ
sin;19011;CACONDE;-21,57666670000000;-46,6241667000000;CACONDE;3508702;São Paulo;SP;RIO PARDO;GRANDE;PARANÁ
sin;19012;E. DA CUNHA;-21,60305560000000;-46,9658333000000;SÃO JOSÉ DO RIO PARDO;3549706;São Paulo;SP;RIO PARDO;GRANDE;PARANÁ
sin;19013;LIMOEIRO;-21,61666670000000;-47,0500000000000;SÃO JOSÉ DO RIO PARDO;3549706;São Paulo;SP;RIO PARDO;GRANDE;PARANÁ
sin;19014;MARIMBONDO;-20,30111110000000;-49,1966667000000;FRONTEIRA;3127008;Minas Gerais;MG;RIO GRANDE;GRANDE;PARANÁ
sin;19014;MARIMBONDO;-20,30111110000000;-49,1966667000000;ICÉM;3519808;São Paulo;SP;RIO GRANDE;GRANDE;PARANÁ
sin;19015;A. VERMELHA;-19,86666670000000;-50,3500000000000;ITURAMA;3134400;Minas Gerais;MG;RIO GRANDE;GRANDE;PARANÁ
sin;19015;A. VERMELHA;-19,86666670000000;-50,3500000000000;INDIAPORÃ;3520707;São Paulo;SP;RIO GRANDE;GRANDE;PARANÁ
sin;19016;S.DO FACÃO;-18,06666670000000;-47,6666667000000;DAVINÓPOLIS;5206909;Goiás;GO;RIO SÃO MARCOS;PARANAÍBA;PARANÁ
sin;19016;S.DO FACÃO;-18,06666670000000;-47,6666667000000;CATALÃO;5205109;Goiás;GO;RIO SÃO MARCOS;PARANAÍBA;PARANÁ
sin;19017;EMBORCAÇÃO;-18,45000000000000;-47,9833300000000;CATALÃO;5205109;Goiás;GO;RIO PARANAÍBA;PARANAÍBA;PARANÁ
sin;19017;EMBORCAÇÃO;-18,45000000000000;-47,9833300000000;CASCALHO RICO;3115003;Minas Gerais;MG;RIO PARANAÍBA;PARANAÍBA;PARANÁ
sin;19018;NOVA PONTE;-19,13333330000000;-47,7000000000000;NOVA PONTE;3145000;Minas Gerais;MG;RIO ARAGUARI;PARANAÍBA;PARANÁ
sin;19019;MIRANDA;-18,91666670000000;-48,0333333000000;UBERLÂNDIA;3170206;Minas Gerais;MG;RIO ARAGUARI;PARANAÍBA;PARANÁ
sin;19019;MIRANDA;-18,91666670000000;-48,0333333000000;INDIANÓPOLIS;3130705;Minas Gerais;MG;RIO ARAGUARI;PARANAÍBA;PARANÁ
sin;19020;C.BRANCO-1;-18,79027780000000;-48,1472222000000;UBERLÂNDIA;3170206;Minas Gerais;MG;RIO ARAGUARI;PARANAÍBA;PARANÁ
sin;19020;C.BRANCO-1;-18,79027780000000;-48,1472222000000;ARAGUARI;3103504;Minas Gerais;MG;RIO ARAGUARI;PARANAÍBA;PARANÁ
sin;19021;C.BRANCO-2;-18,65972220000000;-48,4352778000000;UBERLÂNDIA;3170206;Minas Gerais;MG;RIO ARAGUARI;PARANAÍBA;PARANÁ
sin;19021;C.BRANCO-2;-18,65972220000000;-48,4352778000000;ARAGUARI;3103504;Minas Gerais;MG;RIO ARAGUARI;PARANAÍBA;PARANÁ
sin;19022;CORUMBA-4;-16,32277780000000;-48,1875000000000;LUZIÂNIA;5212501;Goiás;GO;RIO CORUMBÁ;PARANAÍBA;PARANÁ
sin;19023;CORUMBA-3;-16,78611110000000;-47,9419444000000;LUZIÂNIA;5212501;Goiás;GO;RIO CORUMBÁ;PARANAÍBA;PARANÁ
sin;19024;CORUMBA;-17,99222220000000;-48,5286111000000;CORUMBAÍBA;5205901;Goiás;GO;RIO CORUMBÁ;PARANAÍBA;PARANÁ
sin;19024;CORUMBA;-17,99222220000000;-48,5286111000000;CALDAS NOVAS;5204508;Goiás;GO;RIO CORUMBÁ;PARANAÍBA;PARANÁ
sin;19025;ITUMBIARA;-18,41666670000000;-49,1000000000000;ITUMBIARA;5211503;Goiás;GO;RIO PARANAÍBA;PARANAÍBA;PARANÁ
sin;19025;ITUMBIARA;-18,41666670000000;-49,1000000000000;ARAPORÃ;3103751;Minas Gerais;MG;RIO PARANAÍBA;PARANAÍBA;PARANÁ
sin;19026;C. DOURADA;-18,50000000000000;-49,5000000000000;ITUMBIARA;5211503;Goiás;GO;RIO PARANAÍBA;PARANAÍBA;PARANÁ
sin;19026;C. DOURADA;-18,50000000000000;-49,5000000000000;CACHOEIRA DOURADA;3109808;Minas Gerais;MG;RIO PARANAÍBA;PARANAÍBA;PARANÁ
sin;19027;SÃO SIMÃO;-19,01666670000000;-50,5000000000000;SÃO SIMÃO;5220405;Goiás;GO;RIO PARANAÍBA;PARANAÍBA;PARANÁ
sin;19027;SÃO SIMÃO;-19,01666670000000;-50,5000000000000;SANTA VITÓRIA;3159803;Minas Gerais;MG;RIO PARANAÍBA;PARANAÍBA;PARANÁ
sin;19028;CACU;-18,52944440000000;-51,1500000000000;CACHOEIRA ALTA;5204102;Goiás;GO;RIO CLARO;PARANAÍBA;PARANÁ
sin;19028;CACU;-18,52944440000000;-51,1500000000000;CAÇU;5204300;Goiás;GO;RIO CLARO;PARANAÍBA;PARANÁ
sin;19029;B.COQUEIROS;-18,72333330000000;-51,0030556000000;CACHOEIRA ALTA;5204102;Goiás;GO;RIO CLARO;PARANAÍBA;PARANÁ
sin;19029;B.COQUEIROS;-18,72333330000000;-51,0030556000000;CAÇU;5204300;Goiás;GO;RIO CLARO;PARANAÍBA;PARANÁ
sin;19030;FOZ DO RIO CLARO;-19,11916700000000;-50,6430560000000;SÃO SIMÃO;5220405;Goiás;GO;RIO CLARO;PARANAÍBA;PARANÁ
sin;19030;FOZ DO RIO CLARO;-19,11916700000000;-50,6430560000000;CAÇU;5204300;Goiás;GO;RIO CLARO;PARANAÍBA;PARANÁ
sin;19031;SALTO;-18,80111110000000;-51,1819444000000;ITARUMÃ;5211305;Goiás;GO;RIO VERDE;PARANAÍBA;PARANÁ
sin;19031;SALTO;-18,80111110000000;-51,1819444000000;CAÇU;5204300;Goiás;GO;RIO VERDE;PARANAÍBA;PARANÁ
sin;19032;S.R.VERDINHO;-19,14555560000000;-50,7672222000000;ITARUMÃ;5211305;Goiás;GO;RIO VERDE;PARANAÍBA;PARANÁ
sin;19032;S.R.VERDINHO;-19,14555560000000;-50,7672222000000;CAÇU;5204300;Goiás;GO;RIO VERDE;PARANAÍBA;PARANÁ
sin;19033;ESPORA;-18,68333330000000;-51,8500000000000;SERRANÓPOLIS;5220504;Goiás;GO;RIO CORRENTE;PARANAÍBA;PARANÁ
sin;19033;ESPORA;-18,68333330000000;-51,8500000000000;APORÉ;5201504;Goiás;GO;RIO CORRENTE;PARANAÍBA;PARANÁ
sin;19034;I. SOLTEIRA;-20,38333000000000;-51,3666670000000;ILHA SOLTEIRA;3520442;São Paulo;SP;RIO PARANÁ;PARANÁ;PARANÁ
sin;19034;I. SOLTEIRA;-20,38333000000000;-51,3666670000000;SELVÍRIA;5007802;Mato Grosso do Sul;MS;RIO PARANÁ;PARANÁ;PARANÁ
sin;19035;HENRY BORDEN;-23,87972220000000;-46,4383333000000;CUBATÃO;3513504;São Paulo;SP;RIO DAS PEDRAS;TIETÊ;PARANÁ
sin;19036;BILLINGS;-23,70323400000000;-46,6743820000000;CUBATÃO;3513504;São Paulo;SP;RIO DAS PEDRAS;TIETÊ;PARANÁ
sin;19037;GUARAPIRANGA;-23,67059200000000;-46,7265210000000;SÃO PAULO;3550308;São Paulo;SP;RIO GUARAPIRANGA;TIETÊ;PARANÁ
sin;19038;PONTE NOVA;-23,58200000000000;-45,9720000000000;BIRITIBA-MIRIM;3506607;São Paulo;SP;RIO TIETÊ;TIETÊ;PARANÁ
sin;19038;PONTE NOVA;-23,58200000000000;-45,9720000000000;SALESÓPOLIS;3545001;São Paulo;SP;RIO TIETÊ;TIETÊ;PARANÁ
sin;19039;EDGARD SOUZA;-23,45406000000000;-46,9102900000000;SANTANA DE PARNAÍBA;3547304;São Paulo;SP;RIO TIETÊ;TIETÊ;PARANÁ
sin;19040;B. BONITA;-22,52000000000000;-48,5413889000000;BARRA BONITA;3505302;São Paulo;SP;RIO TIETÊ;TIETÊ;PARANÁ
sin;19041;BARIRI;-22,15333330000000;-48,7525000000000;BORACÉIA;3507308;São Paulo;SP;RIO TIETÊ;TIETÊ;PARANÁ
sin;19042;IBITINGA;-21,75916670000000;-48,9905556000000;IBITINGA;3519600;São Paulo;SP;RIO TIETÊ;TIETÊ;PARANÁ
sin;19043;PROMISSÃO;-21,29777780000000;-49,7888889000000;UBARANA;3555356;São Paulo;SP;RIO TIETÊ;TIETÊ;PARANÁ
sin;19044;N. AVANHANDAVA;-21,11833330000000;-50,2005556000000;BURITAMA;3508108;São Paulo;SP;RIO TIETÊ;TIETÊ;PARANÁ
sin;19045;TRÊS IRMÃOS;-20,68333330000000;-51,3166667000000;PEREIRA BARRETO;3537404;São Paulo;SP;RIO TIETÊ;TIETÊ;PARANÁ
sin;19046;JUPIA;-20,78333330000000;-51,6333333000000;TRÊS LAGOAS;5008305;Mato Grosso do Sul;MS;RIO PARANÁ;PARANÁ;PARANÁ
sin;19046;JUPIA;-20,78333330000000;-51,6333333000000;CASTILHO;3511003;São Paulo;SP;RIO PARANÁ;PARANÁ;PARANÁ
sin;19047;PORTO PRIMAVERA;-22,46666670000000;-52,9666667000000;ANAURILÂNDIA;5000807;Mato Grosso do Sul;MS;RIO PARANÁ;PARANÁ;PARANÁ
sin;19047;PORTO PRIMAVERA;-22,46666670000000;-52,9666667000000;TEODORO SAMPAIO;3554300;São Paulo;SP;RIO PARANÁ;PARANÁ;PARANÁ
sin;19048;JURUMIRIM;-23,21666670000000;-49,2333333000000;CERQUEIRA CÉSAR;3511409;São Paulo;SP;RIO PARANAPANEMA;PARANAPANEMA;PARANÁ
sin;19049;PIRAJU;-23,18333330000000;-49,3833333000000;PIRAJU;3538808;São Paulo;SP;RIO PARANAPANEMA;PARANAPANEMA;PARANÁ
sin;19050;CHAVANTES;-23,11666670000000;-49,7333333000000;CHAVANTES;3557204;São Paulo;SP;RIO PARANAPANEMA;PARANAPANEMA;PARANÁ
sin;19050;CHAVANTES;-23,11666670000000;-49,7333333000000;RIBEIRÃO CLARO;4121802;Paraná;PR;RIO PARANAPANEMA;PARANAPANEMA;PARANÁ
